Dog_bites,date,average_Daily_max_oz,Average pm,PRCP,TMAX,UVI,holidays,fri,sat,sun,NYC,Luisville,Baton,Houston,LA,Baltimore,Austin,Chicago
0,2014-02-04,,15.725,0.03,35,3.52,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-05,0.028333333,5.9,0,50,5.47,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-05,0.034,13.6,0.07,34,3.02,0,0,0,0,0,1,0,0,0,0,0,0
5.000,2014-02-05,0.0288125,6.5125,0,51.5,5.01,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-02-05,,8.3,0.57,41,0.9,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-06,0.028,13.3,0.03,42,0.74,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-06,0.031,13.13333333,0,27,3.51,0,0,0,0,0,1,0,0,0,0,0,0
9.000,2014-02-06,0.021625,10.9,0.005,40,2.29,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-06,,9.65,0,35,3.29,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-07,0.029333333,11.7,0.01,53,5.44,0,1,0,0,0,0,1,0,0,0,0,0
4.000,2014-02-07,0.025,13.25,0,23,3.45,0,1,0,0,0,1,0,0,0,0,0,0
5.000,2014-02-07,0.016533333,10.95,0,39.5,2.49,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-02-07,,15.625,0,42,2.84,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-08,0.026,12.4,0.01,62,5.35,0,0,1,0,0,0,1,0,0,0,0,0
3.000,2014-02-08,,18.3,0.03,29,3.34,0,0,1,0,0,1,0,0,0,0,0,0
4.000,2014-02-08,0.0208125,14.4,0,57,4.99,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-02-08,,17.3,0,32,1.99,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-02-09,0.041,10.1,0,73,4.32,0,0,0,1,0,0,1,0,0,0,0,0
0.000,2014-02-09,,20.86666667,0.04,33,3.05,0,0,0,1,0,1,0,0,0,0,0,0
5.000,2014-02-09,0.024125,12.2125,0,66.5,4.67,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-02-09,,28.95,0.05,31,2.29,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-02-10,0.014,7.2,0.09,57,2,0,0,0,0,0,0,1,0,0,0,0,0
4.000,2014-02-10,,23.075,0,26,2.98,0,0,0,0,0,1,0,0,0,0,0,0
5.000,2014-02-10,0.018,5.7375,0.495,61,1.25,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-02-10,,20.2,0,30,2.92,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-11,0.021666667,3.8,2.13,43,0.51,0,0,0,0,0,0,1,0,0,0,0,0
2.000,2014-02-11,0.03,24.6,0,27,2.8,0,0,0,0,0,1,0,0,0,0,0,0
2.000,2014-02-11,0.022875,7.375,0.095,42,1.21,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-11,,23.3,0,30,2.88,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-12,0.017666667,8.9,0.12,38,2.41,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-12,0.033,26.46666667,0,38,2.88,0,0,0,0,0,1,0,0,0,0,0,0
3.000,2014-02-12,0.029,6.65,0.005,51.5,3.38,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-12,,16.6,0.09,27,3.08,0,0,0,0,0,0,0,0,0,1,0,0
1.000,2014-02-13,0.033,10.7,0,55,4.55,0,0,0,0,0,0,1,0,0,0,0,0
3.000,2014-02-13,0.028,25.55,0,43,3.4,0,0,0,0,0,1,0,0,0,0,0,0
6.000,2014-02-13,0.0375,12.2375,0,62,4.84,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-13,,4.133333333,1.77,37,1.08,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-14,0.042,6.2,0,66,4.84,0,1,0,0,0,0,1,0,0,0,0,0
2.000,2014-02-14,0.029,20.86666667,0.31,40,2.47,0,1,0,0,0,1,0,0,0,0,0,0
3.000,2014-02-14,0.0411875,9.428571429,0,78,4.09,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-02-14,,16.5,0,46,3.47,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-15,0.041666667,5.9,0,65,5.09,0,0,1,0,0,0,1,0,0,0,0,0
1.000,2014-02-15,0.034,20.93333333,0.01,31,3.22,0,0,1,0,0,1,0,0,0,0,0,0
9.000,2014-02-15,0.039375,7.05,0,66.5,5.06,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-02-15,,19.9,0.06,36,1.08,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-02-16,0.039333333,10.1,0,71,5.52,0,0,0,1,0,0,1,0,0,0,0,0
2.000,2014-02-16,0.035,22.025,0,39,2.75,0,0,0,1,0,1,0,0,0,0,0,0
1.000,2014-02-16,0.0346875,8.775,0,76,3.03,0,0,0,1,0,0,0,1,0,0,0,0
2,2014-02-16,,13.4,0,36,2.78,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-02-17,0.033,7.5,0,78,3.22,1,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-17,0.027,18.16666667,0.51,45,2.13,1,0,0,0,0,1,0,0,0,0,0,0
8.000,2014-02-17,0.0293125,13.22857143,0,80,1.88,1,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-17,,15.4,0,34,3.27,1,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-18,0.033333333,7.5,0,74,4.75,0,0,0,0,0,0,1,0,0,0,0,0
3.000,2014-02-18,0.033,8.433333333,0,58,3.04,0,0,0,0,0,1,0,0,0,0,0,0
9.000,2014-02-18,0.027625,7.7875,0,80,3.85,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-18,,16.6,0.09,51,3.05,0,0,0,0,0,0,0,0,0,1,0,0
3.000,2014-02-19,0.036666667,9.1,0,81,2.11,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-19,0.037,7.075,0,58,3.2,0,0,0,0,0,1,0,0,0,0,0,0
4.000,2014-02-19,0.0270625,9.275,0,78,1.62,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-19,,20.73333333,0.11,57,1.26,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-20,0.029333333,6.2,1.18,82,5.99,0,0,0,0,0,0,1,0,0,0,0,0
0.000,2014-02-20,0.029,8.3,0.28,72,1.41,0,0,0,0,0,1,0,0,0,0,0,0
6.000,2014-02-20,0.0334,10.65,0.23,78,2.3,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-20,,16.8,0,52,3.3,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-21,0.042666667,4,0.01,67,5.97,0,1,0,0,0,0,1,0,0,0,0,0
3.000,2014-02-21,0.039,4.366666667,0,51,3.1,0,1,0,0,0,1,0,0,0,0,0,0
7.000,2014-02-21,0.03875,4.357142857,0,67.5,5.67,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-02-21,,18.15,0.36,63,0.95,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-22,0.041333333,5.9,0,66,5.99,0,0,1,0,0,0,1,0,0,0,0,0
3.000,2014-02-22,0.041,6.75,0,64,3.1,0,0,1,0,0,1,0,0,0,0,0,0
6.000,2014-02-22,0.043941176,7.7375,0,69,5.63,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-02-22,,6.775,0,61,3.01,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-02-23,0.016666667,7.8,0.48,64,4.68,0,0,0,1,0,0,1,0,0,0,0,0
1.000,2014-02-23,0.032,6.633333333,0.06,44,2.08,0,0,0,1,0,1,0,0,0,0,0,0
3.000,2014-02-23,0.025882353,12.34285714,0.025,78.5,3.76,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-02-23,,6.3,0,60,2.63,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-02-24,0.035333333,7.6,0,73,2.71,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-24,0.037,4.233333333,0,42,3.22,0,0,0,0,0,1,0,0,0,0,0,0
12.000,2014-02-24,0.018235294,15.24285714,0,66.5,4.15,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-24,,7.2,0.01,44,2.92,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-25,0.020666667,18.1,0.57,69,4.9,0,0,0,0,0,0,1,0,0,0,0,0
3.000,2014-02-25,0.032,5.775,0,39,3.09,0,0,0,0,0,1,0,0,0,0,0,0
7.000,2014-02-25,0.018411765,11.775,0.37,78.5,3.4,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-25,,7.133333333,0.06,35,2.63,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-26,0.031,7,0.58,60,1.5,0,0,0,0,0,0,1,0,0,0,0,0
0.000,2014-02-26,0.034,8.166666667,0.01,29,2.85,0,0,0,0,0,1,0,0,0,0,0,0
3.000,2014-02-26,0.02525,7.914285714,0.41,60,0.47,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-26,,11.8,0.04,36,3.14,0,0,0,0,0,0,0,0,0,1,0,0
2.000,2014-02-27,0.040666667,4.5,0,57,5.92,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-02-27,0.039,10.7,0,34,3.09,0,0,0,0,0,1,0,0,0,0,0,0
6.000,2014-02-27,0.037235294,8.6125,0,56,5.91,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-02-27,,12.15,0,38,3.1,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-02-28,0.045666667,8.2,0,65,6.69,0,1,0,0,0,0,1,0,0,0,0,0
3.000,2014-02-28,0.033,9.025,0,45,3.55,0,1,0,0,0,1,0,0,0,0,0,0
2.000,2014-02-28,0.026882353,8,0.01,72,1.79,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-02-28,,7.65,0,27,4.14,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-01,0.037666667,5.6,0,80,4.66,0,0,1,0,0,0,1,0,0,0,0,0
2.000,2014-03-01,0.042666667,16.3,0,57,3,0,0,1,0,0,1,0,0,0,0,0,0
4.000,2014-03-01,0.027764706,7.214285714,0,82.5,2.04,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-03-01,,13.4,0,44,3.81,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-03-02,0.035666667,6.9,0,82,7.45,0,0,0,1,0,0,1,0,0,0,0,0
0.000,2014-03-02,0.042333333,19.23333333,0.77,49,0.77,0,0,0,1,0,1,0,0,0,0,0,0
4.000,2014-03-02,0.023470588,6.828571429,0.045,77,3.88,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-03-02,,27.75,0.29,45,3.91,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-03-03,0.033,5.3,0.26,70,7.01,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-03,0.04,10.15,0.17,25,3.78,0,0,0,0,0,1,0,0,0,0,0,0
11.000,2014-03-03,0.026352941,6.9125,0.015,44,4.92,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-03,,9.5,0.63,34,2.42,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-04,0.023,7.6,0.37,37,2.66,0,0,0,0,0,0,1,0,0,0,0,0
2.000,2014-03-04,0.037333333,15.96666667,0,36,4.47,0,0,0,0,0,1,0,0,0,0,0,0
6.000,2014-03-04,0.016588235,5.8625,0.98,38.5,1.32,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-04,,16.45,0,29,4.14,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-05,0.027,8.1,0,61,2.59,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-05,0.036,21.03333333,0,44,4.4,0,0,0,0,0,1,0,0,0,0,0,0
6.000,2014-03-05,0.015529412,11.1375,0.025,55,3.9,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-03-05,,23,0,44,4.17,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-06,0.021666667,10.6,0.08,50,3.75,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-06,0.033,18.125,0,49,3.95,0,0,0,0,0,1,0,0,0,0,0,0
9.000,2014-03-06,0.039470588,9.7,0,61,5.05,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-06,,11,0,31,4.44,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-07,0.029,13.2,0,60,6.59,0,1,0,0,0,0,1,0,0,0,0,0
3.000,2014-03-07,0.0295,21.93333333,0,62,4.11,0,1,0,0,0,1,0,0,0,0,0,0
8.000,2014-03-07,0.043823529,11.3375,0,66,6.69,0,1,0,0,0,0,0,1,0,0,0,0
1,2014-03-07,,11.3,0,42,2.99,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-08,0.042,7.8,0,71,5.66,0,0,1,0,0,0,1,0,0,0,0,0
1.000,2014-03-08,0.0475,26.26666667,0,63,3.6,0,0,1,0,0,1,0,0,0,0,0,0
6.000,2014-03-08,0.034625,7.7125,0.055,68,5.12,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-03-08,,18.8,0,62,3.89,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-03-09,0.041,11.5,0,72,7.31,0,0,0,1,0,0,1,0,0,0,0,0
5.000,2014-03-09,0.042,16.075,0,52,4.01,0,0,0,1,0,1,0,0,0,0,0,0
2.000,2014-03-09,0.014529412,8.325,0.33,59,3.07,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-03-09,,16.275,0,49,3.61,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-03-10,0.064,14.3,0,79,7.68,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-10,0.045,18.26666667,0,70,4.41,0,0,0,0,0,1,0,0,0,0,0,0
12.000,2014-03-10,0.040058824,14.27142857,0,72,6.01,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-03-10,,7.85,0,60,1.76,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-11,0.028666667,7.2,0.15,73,2.05,0,0,0,0,0,0,1,0,0,0,0,0
5.000,2014-03-11,0.052,15.13333333,0.01,77,4.65,0,0,0,0,0,1,0,0,0,0,0,0
6.000,2014-03-11,0.038823529,10.91428571,0,75,6.69,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-03-11,,16.9,0,67,4.34,0,0,0,0,0,0,0,0,0,1,0,0
1.000,2014-03-12,0.042333333,7,0,70,3.74,0,0,0,0,0,0,1,0,0,0,0,0
0.000,2014-03-12,0.037333333,7.233333333,0.05,67,0.7,0,0,0,0,0,1,0,0,0,0,0,0
8.000,2014-03-12,0.039705882,5.475,0,68.5,7.81,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-12,,14.6,0.1,67,2.86,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-13,0.050666667,5.2,0,68,8.09,0,0,0,0,0,0,1,0,0,0,0,0
2.000,2014-03-13,0.04,7.466666667,0,45,3.96,0,0,0,0,0,1,0,0,0,0,0,0
11.000,2014-03-13,0.045470588,6.4375,0,66,8.18,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-13,,10.5,0,33,3.32,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-14,0.049333333,7.4,0,71,8.13,0,1,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-14,0.047333333,10.6,0,65,4.23,0,1,0,0,0,1,0,0,0,0,0,0
14.000,2014-03-14,0.040352941,8.1,0,74,2.58,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-03-14,,8.15,0,55,4.14,0,1,0,0,0,0,0,0,0,1,0,0
1.000,2014-03-15,0.043333333,8,0.51,73,3.84,0,0,1,0,0,0,1,0,0,0,0,0
2.000,2014-03-15,0.044,8.366666667,0,67,4.26,0,0,1,0,0,1,0,0,0,0,0,0
7.000,2014-03-15,0.028705882,7.2375,0.54,69.5,1.52,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-03-15,,6.225,0,66,3.75,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-03-16,0.041666667,5.4,0.14,79,5.46,0,0,0,1,0,0,1,0,0,0,0,0
1.000,2014-03-16,0.034,7.033333333,0.19,51,1.71,0,0,0,1,0,1,0,0,0,0,0,0
4.000,2014-03-16,0.031647059,7.75,0.185,69.5,3.1,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-03-16,,6.65,0.19,45,3.61,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-03-17,0.026666667,4.7,0,52,6.1,0,0,0,0,0,0,1,0,0,0,0,0
2.000,2014-03-17,0.025,12,0,46,4.29,0,0,0,0,0,1,0,0,0,0,0,0
9.000,2014-03-17,0.041176471,7.5125,0,63,6.48,0,0,0,0,0,0,0,1,0,0,0,0
2,2014-03-17,,9,0.27,31,2.5,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-18,0.047,8.5,0,69,8.6,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-18,0.028666667,10.4,0,53,4.84,0,0,0,0,0,1,0,0,0,0,0,0
15.000,2014-03-18,0.049125,8.0875,0,76,8.25,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-03-18,,8.433333333,0,41,4.1,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-19,0.046666667,9,0,79,9.09,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-19,0.031333333,12.625,0.05,58,1.42,0,0,0,0,0,1,0,0,0,0,0,0
13.000,2014-03-19,0.037066667,11.87142857,0,74.5,5.16,0,0,0,0,0,0,0,1,0,0,0,0
4,2014-03-19,,8.5,0.23,42,1.83,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-20,0.049333333,9.9,0,77,8.74,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-20,0.040666667,13.06666667,0,60,4.59,0,0,0,0,0,1,0,0,0,0,0,0
9.000,2014-03-20,0.0548125,11.08571429,0,76,8.24,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-20,,11.3,0,56,3.24,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-21,0.061333333,14.7,0,80,8.87,0,1,0,0,0,0,1,0,0,0,0,0
3.000,2014-03-21,0.053666667,9.833333333,0,73,4.94,0,1,0,0,0,1,0,0,0,0,0,0
9.000,2014-03-21,0.046352941,11.375,0,77,8.67,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-03-21,,11.63333333,0.07,53,4.45,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-22,0.057333333,13.7,0,84,3.62,0,0,1,0,0,0,1,0,0,0,0,0
1.000,2014-03-22,0.042,8.866666667,0,60,4.67,0,0,1,0,0,1,0,0,0,0,0,0
8.000,2014-03-22,0.035176471,13.22857143,0.005,81,7.1,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-03-22,,18.1,0,69,3.08,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-03-23,0.033,9.2,0.04,69,3,0,0,0,1,0,0,1,0,0,0,0,0
1.000,2014-03-23,0.039333333,11.7,0,48,5.2,0,0,0,1,0,1,0,0,0,0,0,0
2.000,2014-03-23,0.028588235,11.4375,0.065,71,3.13,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-03-23,,10.25,0,48,2.63,0,0,0,1,0,0,0,0,0,1,0,0
1.000,2014-03-24,0.043,8,0,70,3.08,0,0,0,0,0,0,1,0,0,0,0,0
0.000,2014-03-24,0.035333333,9.266666667,0,46,4.84,0,0,0,0,0,1,0,0,0,0,0,0
7.000,2014-03-24,0.0263125,11.475,0,62.5,6.59,0,0,0,0,0,0,0,1,0,0,0,0
2,2014-03-24,,6.25,0,39,4.37,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-25,0.045666667,9.5,0,68,8.32,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-03-25,0.039666667,10.9,0.01,40,2.61,0,0,0,0,0,1,0,0,0,0,0,0
13.000,2014-03-25,0.045705882,12.4,0,70.5,8.15,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-25,,15.75,0.16,35,1.75,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-26,0.043333333,7.4,0,61,7.85,0,0,0,0,0,0,1,0,0,0,0,0
4.000,2014-03-26,0.039333333,10.33333333,0,46,5.03,0,0,0,0,0,1,0,0,0,0,0,0
11.000,2014-03-26,0.039764706,10.375,0.205,65.5,6.21,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-26,,11,0,36,3.93,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-27,0.042333333,7.4,0.09,70,4.99,0,0,0,0,0,0,1,0,0,0,0,0
3.000,2014-03-27,0.052,11.5,0.04,62,1.82,0,0,0,0,0,1,0,0,0,0,0,0
7.000,2014-03-27,0.035,11.4375,0.03,71,1.11,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-03-27,,11.5,0,44,5.06,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-28,0.035,7.5,1.58,82,7.75,0,1,0,0,0,0,1,0,0,0,0,0
4.000,2014-03-28,0.034666667,10.05,0.19,68,4.76,0,1,0,0,0,1,0,0,0,0,0,0
16.000,2014-03-28,0.025176471,16.9875,0.015,84.5,7.6,0,1,0,0,0,0,0,1,0,0,0,0
2,2014-03-28,,10,0.05,66,1.36,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-03-29,0.042333333,5.7,0,74,8.18,0,0,1,0,0,0,1,0,0,0,0,0
3.000,2014-03-29,0.032666667,8.55,0.82,51,0.87,0,0,1,0,0,1,0,0,0,0,0,0
5.000,2014-03-29,0.037764706,7.8625,0,79.5,8.78,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-03-29,,8.7,0.99,60,0.67,0,0,1,0,0,0,0,0,0,1,0,0
1.000,2014-03-30,0.049333333,7.1,0,74,9.34,0,0,0,1,0,0,1,0,0,0,0,0
5.000,2014-03-30,0.046333333,8.533333333,0,60,6,0,0,0,1,0,1,0,0,0,0,0,0
5.000,2014-03-30,0.045058824,6.825,0,72,8.8,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-03-30,,2.85,1.4,56,1.46,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-03-31,0.055,5.1,0,79,9.71,0,0,0,0,0,0,1,0,0,0,0,0
3.000,2014-03-31,0.051666667,9.3,0,71,6.62,0,0,0,0,0,1,0,0,0,0,0,0
13.000,2014-03-31,0.041941176,8.375,0,77,9.62,0,0,0,0,0,0,0,1,0,0,0,0
3,2014-03-31,,6.5,0,65,5.99,0,0,0,0,0,0,0,0,0,1,0,0
1.000,2014-04-01,0.045666667,7,0,84,9.43,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-04-01,0.049333333,6.95,0.1,80,6.27,0,0,0,0,0,1,0,0,0,0,0,0
12.000,2014-04-01,0.027705882,9.75,0.015,82.5,3.59,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-04-01,0.04,7.6,0,62,5.78,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-02,0.039,9.5,0,85,6.06,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-04-02,0.036,6.65,0,66,2.98,0,0,0,0,0,1,0,0,0,0,0,0
14.000,2014-04-02,0.021764706,12.6125,0.005,81,4.48,0,0,0,0,0,0,0,1,0,0,0,0
2,2014-04-02,0.02,11.925,0,62,3.96,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-03,0.037,8.3,0,85,8.83,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-04-03,0.033,6.933333333,1.37,69,2.55,0,0,0,0,0,1,0,0,0,0,0,0
8.000,2014-04-03,0.022647059,14,0.01,75,7.32,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-04-03,0.038,16.4,0.03,63,2.66,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-04,0.042,8.5,0.19,78,6.72,0,1,0,0,0,0,1,0,0,0,0,0
3.000,2014-04-04,0.042666667,4.6,1.32,65,6.52,0,1,0,0,0,1,0,0,0,0,0,0
11.000,2014-04-04,0.042470588,6.675,0.005,75.5,9.62,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-04-04,0.041,11.55,0.12,54,1.78,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-05,0.037,5.2,0,67,2.29,0,0,1,0,0,0,1,0,0,0,0,0
2.000,2014-04-05,0.047333333,5.325,0,55,6.09,0,0,1,0,0,1,0,0,0,0,0,0
2.000,2014-04-05,0.039882353,6.875,0,71,5.95,0,0,1,0,0,0,0,1,0,0,0,0
0,2014-04-05,0.04,7.3,0,57,5.23,0,0,1,0,0,0,0,0,0,1,0,0
0.000,2014-04-06,0.022,6.7,2.13,75,4.14,0,0,0,1,0,0,1,0,0,0,0,0
1.000,2014-04-06,0.05,8.325,0,63,6.21,0,0,0,1,0,1,0,0,0,0,0,0
1.000,2014-04-06,0.020705882,8.0375,0.135,64.5,3.24,0,0,0,1,0,0,0,1,0,0,0,0
0,2014-04-06,0.039,7,0,59,5.8,0,0,0,1,0,0,0,0,0,1,0,0
0.000,2014-04-07,0.037333333,3.6,0.54,71,4.42,0,0,0,0,0,0,1,0,0,0,0,0
2.000,2014-04-07,0.036666667,7.033333333,0.93,60,1.2,0,0,0,0,0,1,0,0,0,0,0,0
5.000,2014-04-07,0.045,7.8875,0,74.5,6.05,0,0,0,0,0,0,0,1,0,0,0,0
2,2014-04-07,0.027,8.85,0.45,53,2.16,0,0,0,0,0,0,0,0,0,1,0,0
1.000,2014-04-08,0.044666667,6.2,0.04,69,8.01,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-04-08,0.04,12.325,0.03,63,5.78,0,0,0,0,0,1,0,0,0,0,0,0
10.000,2014-04-08,0.046625,6.3625,0,74,7.45,0,0,0,0,0,0,0,1,0,0,0,0
0,2014-04-08,0.042,6.625,0.07,64,5.83,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-09,0.049,6.1,0,72,8.85,0,0,0,0,0,0,1,0,0,0,0,0
1.000,2014-04-09,0.050333333,9.633333333,0,67,5.49,0,0,0,0,0,1,0,0,0,0,0,0
4.000,2014-04-09,0.055125,9.7875,0,80,8.91,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-04-09,0.051,10.25,0,66,4.3,0,0,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-10,0.057666667,8.1,0,77,9.52,0,0,0,0,0,0,1,0,0,0,0,0
3.000,2014-04-10,0.055333333,7.533333333,0,79,6.09,0,0,0,0,0,1,0,0,0,0,0,0
7.000,2014-04-10,0.048823529,7.25,0,81.5,9.74,0,0,0,0,0,0,0,1,0,0,0,0
1,2014-04-10,0.052,11.9,0,70,5.66,0,0,0,0,0,0,0,0,0,1,0,0
1.000,2014-04-11,0.051,7.7,0,80,6.21,0,1,0,0,0,0,1,0,0,0,0,0
6.000,2014-04-11,0.056333333,13.8,0,77,2.42,0,1,0,0,0,1,0,0,0,0,0,0
7.000,2014-04-11,0.041647059,7.4875,0,81,8.57,0,1,0,0,0,0,0,1,0,0,0,0
0,2014-04-11,,10.05,0,80,4.69,0,1,0,0,0,0,0,0,0,1,0,0
0.000,2014-04-12,0.047333333,8.5,0,84,8.58,0,0,1,0,0,0,1,0,0,0,0,0
5.000,2014-04-12,0.053,14.03333333,0,81,6.13,0,0,1,0,0,1,0,0,0,0,0,0
